Monooxygenase_B      PF04744.11 Ga0073928_1000008053 -            1.3e-05   11.8   0.0   1.6e-05   11.5   0.0   1.0   1   0   0   1   1   1   1 Monooxygenase subunit B protein
Monooxygenase_B      PF04744.11 Ga0073928_1000028111 -             0.0021    4.6   6.9   0.00044    6.8   3.1   1.6   2   0   0   2   2   2   1 Monooxygenase subunit B protein
AmoC                 PF04896.11 Ga0073928_103933851  -              5e-06   13.6   0.1     7e-06   13.1   0.1   1.2   1   0   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
Monooxygenase_B      PF04744.11 Ga0073928_103967401  -           5.7e-108  348.7   0.0  6.4e-108  348.6   0.0   1.0   1   0   0   1   1   1   1 Monooxygenase subunit B protein
AMO                  PF02461.15 Ga0073928_103969381  -            1.9e-66  211.9  24.0   2.2e-66  211.7  24.0   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase
AmoC                 PF04896.11 Ga0073928_103997062  -            3.7e-06   14.0   1.2     5e-06   13.6   1.2   1.2   1   0   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
Monooxygenase_B      PF04744.11 Ga0073928_104046152  -            3.3e-34  105.9   0.0   4.1e-34  105.6   0.0   1.0   1   0   0   1   1   1   1 Monooxygenase subunit B protein
Monooxygenase_B      PF04744.11 Ga0073928_104058522  -            0.00022    7.8   5.3   5.5e-05    9.7   1.5   1.7   1   1   1   2   2   2   1 Monooxygenase subunit B protein
AmoC                 PF04896.11 Ga0073928_104184561  -            1.8e-05   11.7   4.0   2.7e-05   11.2   2.3   1.9   1   1   1   2   2   2   1 Ammonia monooxygenase/methane monooxygenase, subunit C
AMO                  PF02461.15 Ga0073928_104216381  -            2.7e-05   11.7   3.5   1.4e-05   12.7   1.1   1.7   2   0   0   2   2   2   1 Ammonia monooxygenase
AMO                  PF02461.15 Ga0073928_104223381  -            4.2e-48  151.8  20.7   5.1e-48  151.6  20.7   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase
AmoC                 PF04896.11 Ga0073928_104223382  -              5e-23   69.3   3.6   5.6e-23   69.1   3.6   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
Monooxygenase_B      PF04744.11 Ga0073928_104237222  -            8.4e-06   12.4   0.7   1.1e-05   12.0   0.7   1.1   1   0   0   1   1   1   1 Monooxygenase subunit B protein
AmoC                 PF04896.11 Ga0073928_104529162  -            5.3e-31   95.4   5.8   6.1e-31   95.2   5.8   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
Monooxygenase_B      PF04744.11 Ga0073928_104564001  -            4.5e-06   13.3   0.0   6.2e-06   12.9   0.0   1.2   1   0   0   1   1   1   1 Monooxygenase subunit B protein
Monooxygenase_B      PF04744.11 Ga0073928_104567051  -            0.00021    7.8   8.3    0.0001    8.8   2.6   2.1   1   1   1   2   2   2   2 Monooxygenase subunit B protein
AMO                  PF02461.15 Ga0073928_104622741  -            5.8e-57  180.9   7.5   6.8e-57  180.6   7.5   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase
Monooxygenase_B      PF04744.11 Ga0073928_104717321  -            1.2e-05   11.9   0.3   0.00018    8.0   0.1   2.0   2   0   0   2   2   2   2 Monooxygenase subunit B protein
AMO                  PF02461.15 Ga0073928_104725871  -            1.5e-07   19.1   1.5   2.1e-07   18.6   1.5   1.3   1   0   0   1   1   1   1 Ammonia monooxygenase
Monooxygenase_B      PF04744.11 Ga0073928_104900671  -            7.1e-06   12.7   0.1   1.1e-05   12.1   0.1   1.2   1   0   0   1   1   1   1 Monooxygenase subunit B protein
Monooxygenase_B      PF04744.11 Ga0073928_105194942  -            7.1e-05    9.4   1.7   8.5e-05    9.1   1.7   1.2   1   0   0   1   1   1   1 Monooxygenase subunit B protein
Monooxygenase_B      PF04744.11 Ga0073928_105303882  -            1.5e-19   57.7   0.1   2.3e-19   57.1   0.1   1.3   1   1   0   1   1   1   1 Monooxygenase subunit B protein
AMO                  PF02461.15 Ga0073928_105315381  -            4.6e-06   14.2   0.7   6.9e-06   13.7   0.7   1.2   1   0   0   1   1   1   1 Ammonia monooxygenase
AmoC                 PF04896.11 Ga0073928_105628121  -              3e-08   20.9   0.3   4.5e-08   20.3   0.3   1.3   1   1   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
Monooxygenase_B      PF04744.11 Ga0073928_105670311  -              2e-05   11.2   0.0   2.5e-05   10.9   0.0   1.0   1   0   0   1   1   1   1 Monooxygenase subunit B protein
Monooxygenase_B      PF04744.11 Ga0073928_105678741  -           1.8e-105  340.5   0.0  1.9e-105  340.4   0.0   1.0   1   0   0   1   1   1   1 Monooxygenase subunit B protein
AmoC                 PF04896.11 Ga0073928_105701731  -              3e-07   17.6   6.1     3e-07   17.6   6.1   2.3   1   1   0   2   2   2   1 Ammonia monooxygenase/methane monooxygenase, subunit C
Monooxygenase_B      PF04744.11 Ga0073928_105765401  -           4.9e-106  342.3   0.1  5.4e-106  342.2   0.1   1.0   1   0   0   1   1   1   1 Monooxygenase subunit B protein
AMO                  PF02461.15 Ga0073928_105782641  -            3.4e-70  224.2   6.8   3.8e-70  224.0   6.8   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase
Monooxygenase_B      PF04744.11 Ga0073928_105782642  -            9.2e-40  124.2   0.1     1e-39  124.1   0.1   1.0   1   0   0   1   1   1   1 Monooxygenase subunit B protein
AmoC                 PF04896.11 Ga0073928_105788962  -            8.2e-06   12.9   0.1   9.3e-06   12.7   0.1   1.2   1   0   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
AmoC                 PF04896.11 Ga0073928_105896001  -            3.2e-06   14.3   0.6   6.1e-06   13.3   0.6   1.4   1   0   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
AmoC                 PF04896.11 Ga0073928_105946631  -            2.6e-06   14.5   0.6     3e-06   14.3   0.6   1.2   1   0   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
Monooxygenase_B      PF04744.11 Ga0073928_106009642  -            1.1e-05   12.0   0.0   1.8e-05   11.3   0.0   1.2   1   0   0   1   1   1   1 Monooxygenase subunit B protein
Monooxygenase_B      PF04744.11 Ga0073928_106181132  -            7.2e-08   19.2   0.5   6.2e-07   16.2   0.1   1.9   1   1   1   2   2   2   2 Monooxygenase subunit B protein
AmoC                 PF04896.11 Ga0073928_106268921  -             0.0023    4.9  13.0    0.0013    5.7   9.7   2.2   1   1   0   2   2   2   1 Ammonia monooxygenase/methane monooxygenase, subunit C
AmoC                 PF04896.11 Ga0073928_106388411  -              2e-48  152.4  11.1   2.3e-48  152.3  11.1   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
Monooxygenase_B      PF04744.11 Ga0073928_106516831  -            0.00072    6.1   8.0   0.00015    8.3   2.5   2.0   1   1   1   2   2   2   2 Monooxygenase subunit B protein
AmoC                 PF04896.11 Ga0073928_106568021  -            2.6e-06   14.5   0.1   3.5e-06   14.1   0.1   1.3   1   0   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
Monooxygenase_B      PF04744.11 Ga0073928_106581131  -            6.3e-83  266.3   0.0   6.9e-83  266.1   0.0   1.0   1   0   0   1   1   1   1 Monooxygenase subunit B protein
AmoC                 PF04896.11 Ga0073928_106610591  -              2e-08   21.4  14.9   1.1e-07   19.0  13.3   2.0   1   1   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
AmoC                 PF04896.11 Ga0073928_106636522  -            1.6e-08   21.8   0.9   1.7e-08   21.7   0.9   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
Monooxygenase_B      PF04744.11 Ga0073928_106637711  -            9.7e-41  127.4   0.0   1.1e-40  127.3   0.0   1.0   1   0   0   1   1   1   1 Monooxygenase subunit B protein
AmoC                 PF04896.11 Ga0073928_106637712  -            9.6e-24   71.6   0.8   1.1e-23   71.5   0.8   1.1   1   0   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
AMO                  PF02461.15 Ga0073928_106706082  -            3.4e-05   11.4   0.0   3.6e-05   11.3   0.0   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase
Monooxygenase_B      PF04744.11 Ga0073928_106743761  -            2.2e-46  146.0   0.3   2.5e-46  145.8   0.3   1.0   1   0   0   1   1   1   1 Monooxygenase subunit B protein
AMO                  PF02461.15 Ga0073928_106773631  -              1e-05   13.1   0.3   1.6e-05   12.5   0.3   1.2   1   0   0   1   1   1   1 Ammonia monooxygenase
Monooxygenase_B      PF04744.11 Ga0073928_106794161  -            8.8e-06   12.4   0.3   1.7e-05   11.4   0.3   1.4   1   0   0   1   1   1   1 Monooxygenase subunit B protein
AMO                  PF02461.15 Ga0073928_106813101  -            3.7e-18   53.8   0.4   4.2e-18   53.6   0.4   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase
AMO                  PF02461.15 Ga0073928_106899882  -            2.3e-05   12.0   0.3   2.3e-05   11.9   0.3   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase
AmoC                 PF04896.11 Ga0073928_106954462  -            2.5e-66  211.1  13.0   2.9e-66  210.9  13.0   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
AmoC                 PF04896.11 Ga0073928_106995851  -            4.5e-05   10.5   6.1   3.1e-05   11.0   4.2   1.8   1   1   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
Monooxygenase_B      PF04744.11 Ga0073928_107211741  -            7.8e-06   12.5   0.0   1.1e-05   12.0   0.0   1.2   1   0   0   1   1   1   1 Monooxygenase subunit B protein
AMO                  PF02461.15 Ga0073928_107255051  -            1.3e-66  212.5  17.1   1.4e-66  212.3  17.1   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase
Monooxygenase_B      PF04744.11 Ga0073928_107277213  -            7.4e-06   12.6   0.3   7.8e-06   12.5   0.3   1.0   1   0   0   1   1   1   1 Monooxygenase subunit B protein
AmoC                 PF04896.11 Ga0073928_107364952  -            2.6e-07   17.8   0.2   2.8e-07   17.7   0.2   1.1   1   0   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
Monooxygenase_B      PF04744.11 Ga0073928_107395862  -            6.5e-06   12.8   0.0   8.2e-06   12.5   0.0   1.1   1   0   0   1   1   1   1 Monooxygenase subunit B protein
AMO                  PF02461.15 Ga0073928_107466411  -            7.1e-18   52.9   4.2   1.4e-17   52.0   4.2   1.5   1   0   0   1   1   1   1 Ammonia monooxygenase
AmoC                 PF04896.11 Ga0073928_107469821  -            3.7e-06   14.0   3.2   1.3e-05   12.3   3.2   2.0   1   1   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
Monooxygenase_B      PF04744.11 Ga0073928_107565521  -            1.9e-05   11.3   0.0   1.9e-05   11.2   0.0   1.1   1   0   0   1   1   1   1 Monooxygenase subunit B protein
Monooxygenase_B      PF04744.11 Ga0073928_107620691  -            1.6e-05   11.5   0.0     2e-05   11.2   0.0   1.1   1   0   0   1   1   1   1 Monooxygenase subunit B protein
AMO                  PF02461.15 Ga0073928_107710961  -              3e-05   11.6   0.0     4e-05   11.2   0.0   1.2   1   0   0   1   1   1   1 Ammonia monooxygenase
Monooxygenase_B      PF04744.11 Ga0073928_107942062  -            1.4e-05   11.7   0.2   1.6e-05   11.5   0.2   1.0   1   0   0   1   1   1   1 Monooxygenase subunit B protein
Monooxygenase_B      PF04744.11 Ga0073928_107975081  -            3.8e-05   10.3   0.8     5e-05    9.9   0.8   1.1   1   0   0   1   1   1   1 Monooxygenase subunit B protein
Monooxygenase_B      PF04744.11 Ga0073928_108149611  -            6.4e-25   75.3   0.1   7.7e-25   75.1   0.1   1.1   1   0   0   1   1   1   1 Monooxygenase subunit B protein
AMO                  PF02461.15 Ga0073928_108149612  -              3e-34  106.5   3.9   3.4e-34  106.3   3.9   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase
AmoC                 PF04896.11 Ga0073928_108188332  -            1.8e-22   67.4   0.2     2e-22   67.3   0.2   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
AmoC                 PF04896.11 Ga0073928_108223882  -            1.2e-21   64.7   3.4   1.3e-21   64.6   3.4   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
AmoC                 PF04896.11 Ga0073928_108234881  -            5.5e-07   16.7   0.0     8e-07   16.2   0.0   1.2   1   0   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
AmoC                 PF04896.11 Ga0073928_108324741  -            4.5e-06   13.8   0.1   6.7e-06   13.2   0.1   1.3   1   0   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
Monooxygenase_B      PF04744.11 Ga0073928_108326342  -            1.6e-05   11.5   0.0   1.8e-05   11.3   0.0   1.1   1   0   0   1   1   1   1 Monooxygenase subunit B protein
AmoC                 PF04896.11 Ga0073928_108344241  -              5e-06   13.6   4.2   7.8e-06   13.0   4.2   1.4   1   1   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
AmoC                 PF04896.11 Ga0073928_108583541  -            1.3e-28   87.6   0.2   1.6e-28   87.3   0.2   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
AmoC                 PF04896.11 Ga0073928_108714581  -            2.6e-25   76.8   0.0     3e-25   76.6   0.0   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
Monooxygenase_B      PF04744.11 Ga0073928_108738211  -            5.3e-91  292.9   3.2   5.9e-91  292.7   3.2   1.0   1   0   0   1   1   1   1 Monooxygenase subunit B protein
Monooxygenase_B      PF04744.11 Ga0073928_108792771  -            1.7e-05   11.4   0.4   1.7e-05   11.5   0.4   1.0   1   0   0   1   1   1   1 Monooxygenase subunit B protein
AmoC                 PF04896.11 Ga0073928_108864051  -            2.7e-06   14.5   0.0   5.1e-06   13.6   0.0   1.4   1   0   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
AMO                  PF02461.15 Ga0073928_108940061  -              2e-05   12.2   0.0     3e-05   11.6   0.0   1.2   1   0   0   1   1   1   1 Ammonia monooxygenase
Monooxygenase_B      PF04744.11 Ga0073928_109111802  -            3.1e-05   10.6   0.3   4.7e-05   10.0   0.3   1.3   1   0   0   1   1   1   1 Monooxygenase subunit B protein
Monooxygenase_B      PF04744.11 Ga0073928_109200052  -            2.4e-05   10.9   0.0     3e-05   10.6   0.0   1.2   1   0   0   1   1   1   1 Monooxygenase subunit B protein
AmoC                 PF04896.11 Ga0073928_109299321  -            1.9e-19   57.5   0.0   2.1e-19   57.4   0.0   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
Monooxygenase_B      PF04744.11 Ga0073928_109354572  -            1.2e-41  130.4   0.1   1.4e-41  130.2   0.1   1.0   1   0   0   1   1   1   1 Monooxygenase subunit B protein
AmoC                 PF04896.11 Ga0073928_109433681  -            1.3e-19   58.1   4.8   1.4e-19   57.9   4.8   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
AMO                  PF02461.15 Ga0073928_109433682  -            7.5e-18   52.8   6.2   8.3e-18   52.7   6.2   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase
Monooxygenase_B      PF04744.11 Ga0073928_109565041  -            4.8e-06   13.2   0.0   0.00023    7.7   0.0   2.0   2   0   0   2   2   2   2 Monooxygenase subunit B protein
Monooxygenase_B      PF04744.11 Ga0073928_109715911  -            8.2e-77  246.2   0.3   9.1e-77  246.0   0.3   1.0   1   0   0   1   1   1   1 Monooxygenase subunit B protein
Monooxygenase_B      PF04744.11 Ga0073928_109865091  -            2.8e-05   10.7   0.0   2.9e-05   10.7   0.0   1.0   1   0   0   1   1   1   1 Monooxygenase subunit B protein
AMO                  PF02461.15 Ga0073928_109944022  -            1.7e-56  179.3   4.9   1.9e-56  179.2   4.9   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase
Monooxygenase_B      PF04744.11 Ga0073928_109999051  -            2.9e-39  122.6   0.5   3.3e-39  122.4   0.5   1.0   1   0   0   1   1   1   1 Monooxygenase subunit B protein
AMO                  PF02461.15 Ga0073928_110144961  -            7.7e-39  121.5   3.3   8.8e-39  121.3   3.3   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase
AMO                  PF02461.15 Ga0073928_110153002  -            2.3e-05   11.9   0.0   2.7e-05   11.7   0.0   1.1   1   0   0   1   1   1   1 Ammonia monooxygenase
Monooxygenase_B      PF04744.11 Ga0073928_110184071  -            3.1e-05   10.6   0.6   3.8e-05   10.3   0.6   1.2   1   0   0   1   1   1   1 Monooxygenase subunit B protein
Monooxygenase_B      PF04744.11 Ga0073928_110276101  -            1.4e-05   11.7   0.1   1.9e-05   11.3   0.1   1.2   1   0   0   1   1   1   1 Monooxygenase subunit B protein
AMO                  PF02461.15 Ga0073928_110303842  -            3.7e-05   11.3   0.0     4e-05   11.2   0.0   1.1   1   0   0   1   1   1   1 Ammonia monooxygenase
Monooxygenase_B      PF04744.11 Ga0073928_110391011  -            1.8e-05   11.3   0.0   1.8e-05   11.3   0.0   1.1   1   0   0   1   1   1   1 Monooxygenase subunit B protein
AmoC                 PF04896.11 Ga0073928_110426031  -            5.4e-06   13.5   3.6   7.1e-06   13.1   3.6   1.3   1   1   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
Monooxygenase_B      PF04744.11 Ga0073928_110436801  -            2.4e-05   11.0   0.0   2.6e-05   10.8   0.0   1.1   1   0   0   1   1   1   1 Monooxygenase subunit B protein
AmoC                 PF04896.11 Ga0073928_110622341  -            2.9e-06   14.4   0.2   3.7e-06   14.0   0.2   1.2   1   0   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
AmoC                 PF04896.11 Ga0073928_110622591  -            1.7e-16   47.9   0.2   1.9e-16   47.8   0.2   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
Monooxygenase_B      PF04744.11 Ga0073928_110639291  -            4.3e-57  181.2   1.5   4.9e-57  181.1   1.5   1.0   1   0   0   1   1   1   1 Monooxygenase subunit B protein
Monooxygenase_B      PF04744.11 Ga0073928_110782461  -            3.7e-24   72.8   0.0   4.1e-24   72.7   0.0   1.0   1   0   0   1   1   1   1 Monooxygenase subunit B protein
Monooxygenase_B      PF04744.11 Ga0073928_110899671  -            0.00027    7.5   5.0   0.00034    7.1   5.0   1.1   1   0   0   1   1   1   1 Monooxygenase subunit B protein
Monooxygenase_B      PF04744.11 Ga0073928_110903522  -              1e-05   12.2   0.1   1.1e-05   12.1   0.1   1.0   1   0   0   1   1   1   1 Monooxygenase subunit B protein
Monooxygenase_B      PF04744.11 Ga0073928_110903542  -              1e-05   12.2   0.1   1.1e-05   12.1   0.1   1.0   1   0   0   1   1   1   1 Monooxygenase subunit B protein
Monooxygenase_B      PF04744.11 Ga0073928_110969511  -            4.4e-07   16.6   0.1   7.5e-07   15.9   0.1   1.4   2   0   0   2   2   2   1 Monooxygenase subunit B protein
Monooxygenase_B      PF04744.11 Ga0073928_110988501  -              2e-05   11.2   0.0   2.5e-05   10.9   0.0   1.1   1   0   0   1   1   1   1 Monooxygenase subunit B protein
AMO                  PF02461.15 Ga0073928_111091061  -            1.4e-05   12.7   0.0   1.6e-05   12.4   0.0   1.1   1   0   0   1   1   1   1 Ammonia monooxygenase
AmoC                 PF04896.11 Ga0073928_111105581  -              7e-86  275.1  15.4   7.9e-86  274.9  15.4   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
AmoC                 PF04896.11 Ga0073928_111108621  -            1.8e-66  211.6  12.9     2e-66  211.4  12.9   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
AmoC                 PF04896.11 Ga0073928_111142501  -            8.3e-07   16.1   0.1   1.3e-06   15.5   0.1   1.3   1   0   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
AmoC                 PF04896.11 Ga0073928_111182062  -            1.2e-18   55.0   0.0   1.3e-18   54.8   0.0   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
Monooxygenase_B      PF04744.11 Ga0073928_111271791  -            3.4e-05   10.4   0.0   4.9e-05    9.9   0.0   1.1   1   0   0   1   1   1   1 Monooxygenase subunit B protein
Monooxygenase_B      PF04744.11 Ga0073928_111513231  -            1.6e-31   97.1   0.0   1.8e-31   96.9   0.0   1.0   1   0   0   1   1   1   1 Monooxygenase subunit B protein
AMO                  PF02461.15 Ga0073928_111544151  -            3.4e-05   11.4   0.9   3.9e-05   11.2   0.1   1.4   2   0   0   2   2   2   1 Ammonia monooxygenase
AmoC                 PF04896.11 Ga0073928_111581661  -            1.7e-06   15.1   0.1   1.8e-06   15.1   0.1   1.2   1   0   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
Monooxygenase_B      PF04744.11 Ga0073928_111609021  -            6.5e-25   75.3   0.2   7.2e-25   75.2   0.2   1.0   1   0   0   1   1   1   1 Monooxygenase subunit B protein
Monooxygenase_B      PF04744.11 Ga0073928_111721281  -            3.6e-08   20.2   0.3   5.9e-07   16.2   0.0   2.0   1   1   1   2   2   2   2 Monooxygenase subunit B protein
Monooxygenase_B      PF04744.11 Ga0073928_111769871  -            2.2e-05   11.0   0.0   2.3e-05   11.0   0.0   1.0   1   0   0   1   1   1   1 Monooxygenase subunit B protein
Monooxygenase_B      PF04744.11 Ga0073928_111783131  -            5.8e-06   13.0   0.1   7.4e-06   12.6   0.1   1.1   1   0   0   1   1   1   1 Monooxygenase subunit B protein
AMO                  PF02461.15 Ga0073928_111864151  -            3.1e-57  181.7  11.0   3.5e-57  181.6  11.0   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase
AmoC                 PF04896.11 Ga0073928_111885871  -            1.1e-05   12.4   0.0   1.6e-05   12.0   0.0   1.2   1   0   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
AmoC                 PF04896.11 Ga0073928_112122901  -            7.4e-40  124.4  12.4   8.3e-40  124.2  12.4   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
AMO                  PF02461.15 Ga0073928_112254781  -            3.9e-06   14.5   0.3   5.1e-06   14.1   0.3   1.1   1   0   0   1   1   1   1 Ammonia monooxygenase
Monooxygenase_B      PF04744.11 Ga0073928_112291331  -            2.7e-57  181.9   0.0     3e-57  181.8   0.0   1.0   1   0   0   1   1   1   1 Monooxygenase subunit B protein
AMO                  PF02461.15 Ga0073928_112300211  -            6.1e-27   82.6   2.4   6.4e-27   82.5   2.4   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase
AmoC                 PF04896.11 Ga0073928_112403391  -            6.1e-43  134.5  12.4   6.9e-43  134.3  12.4   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
AMO                  PF02461.15 Ga0073928_112485891  -            1.6e-72  231.8   6.9   1.8e-72  231.6   6.9   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase
AMO                  PF02461.15 Ga0073928_112610371  -            3.4e-36  112.9   7.0   4.1e-36  112.6   7.0   1.1   1   0   0   1   1   1   1 Ammonia monooxygenase
AMO                  PF02461.15 Ga0073928_112762151  -            2.8e-05   11.7   0.0   4.1e-05   11.1   0.0   1.2   1   0   0   1   1   1   1 Ammonia monooxygenase
AMO                  PF02461.15 Ga0073928_112789402  -            2.4e-42  133.0   2.7   2.6e-42  132.9   2.7   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase
AmoC                 PF04896.11 Ga0073928_112999371  -              2e-79  254.0  20.0   2.2e-79  253.8  20.0   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
Monooxygenase_B      PF04744.11 Ga0073928_113001651  -            3.3e-06   13.8   0.0   3.6e-06   13.7   0.0   1.0   1   0   0   1   1   1   1 Monooxygenase subunit B protein
AMO                  PF02461.15 Ga0073928_113162091  -            1.7e-06   15.7   1.3   5.8e-05   10.6   0.3   2.0   1   1   1   2   2   2   2 Ammonia monooxygenase
Monooxygenase_B      PF04744.11 Ga0073928_113209571  -            6.6e-05    9.5   1.8   7.1e-05    9.4   1.8   1.2   1   0   0   1   1   1   1 Monooxygenase subunit B protein
Monooxygenase_B      PF04744.11 Ga0073928_113237311  -            2.6e-05   10.8   0.0     3e-05   10.6   0.0   1.1   1   0   0   1   1   1   1 Monooxygenase subunit B protein
AMO                  PF02461.15 Ga0073928_113531871  -              3e-05   11.6   0.0    0.0028    5.1   0.0   2.1   1   1   1   2   2   2   2 Ammonia monooxygenase
Monooxygenase_B      PF04744.11 Ga0073928_113602311  -            4.2e-06   13.4   0.0   4.8e-06   13.2   0.0   1.1   1   0   0   1   1   1   1 Monooxygenase subunit B protein
AMO                  PF02461.15 Ga0073928_114054581  -            3.1e-05   11.5   0.0   3.4e-05   11.4   0.0   1.1   1   0   0   1   1   1   1 Ammonia monooxygenase
AmoC                 PF04896.11 Ga0073928_114153782  -            4.4e-12   33.4   2.5   4.7e-12   33.3   2.5   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
AMO                  PF02461.15 Ga0073928_114305831  -            5.1e-37  115.6   4.5   5.5e-37  115.5   4.5   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase
Monooxygenase_B      PF04744.11 Ga0073928_114442181  -            7.1e-37  114.7   0.3   7.7e-37  114.6   0.3   1.0   1   0   0   1   1   1   1 Monooxygenase subunit B protein
Monooxygenase_B      PF04744.11 Ga0073928_114468731  -            1.1e-05   12.0   0.0   1.5e-05   11.6   0.0   1.1   1   0   0   1   1   1   1 Monooxygenase subunit B protein
AmoC                 PF04896.11 Ga0073928_114538972  -              2e-12   34.6   1.9   2.1e-12   34.5   1.9   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
Monooxygenase_B      PF04744.11 Ga0073928_114560541  -            8.1e-35  107.9   0.0   8.9e-35  107.8   0.0   1.0   1   0   0   1   1   1   1 Monooxygenase subunit B protein
AmoC                 PF04896.11 Ga0073928_114574392  -            1.1e-05   12.5   0.2   1.3e-05   12.2   0.2   1.1   1   0   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
Monooxygenase_B      PF04744.11 Ga0073928_114582381  -            0.00075    6.0   5.1   0.00024    7.6   0.9   1.8   2   0   0   2   2   2   1 Monooxygenase subunit B protein
Monooxygenase_B      PF04744.11 Ga0073928_114754671  -            2.7e-05   10.8   0.0   3.2e-05   10.5   0.0   1.1   1   0   0   1   1   1   1 Monooxygenase subunit B protein
Monooxygenase_B      PF04744.11 Ga0073928_114773952  -            7.5e-06   12.6   0.2   7.5e-06   12.6   0.2   1.0   1   0   0   1   1   1   1 Monooxygenase subunit B protein
AmoC                 PF04896.11 Ga0073928_114927821  -            2.6e-06   14.5   0.1   2.7e-06   14.5   0.1   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
AmoC                 PF04896.11 Ga0073928_115014621  -            5.8e-63  200.0   5.8   6.6e-63  199.9   5.8   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
AmoC                 PF04896.11 Ga0073928_115017631  -            7.7e-29   88.3   7.9   8.8e-29   88.1   7.9   1.0   1   0   0   1   1   1   1 Ammonia monooxygenase/methane monooxygenase, subunit C
